route,pageName,actor,domain,authRequirement,designReference,functionStatus,visualStatus,backendApiDependency,missingFunctionality,missingStates,adminCounterpart,partnerCounterpart,priority,estimatedEffort,blockers,sourceFile
"/:locale/seller/finance/settlements/:id","SellerSettlementDetailView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(seller)/seller/finance/settlements/[id]/page.tsx"
"/:locale/seller/finance/transactions","SellerTransactionsView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/finance/transactions/page.tsx"
"/:locale/seller/inventory","SellerInventoryView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/inventory/page.tsx"
"/:locale/seller/offers","SellerOffersView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/offers/page.tsx"
"/:locale/seller/orders","SellerOrdersView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/orders/page.tsx"
"/:locale/seller/orders/:id","SellerOrderDetailView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(seller)/seller/orders/[id]/page.tsx"
"/:locale/seller/settings","SellerSettingsView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/settings/page.tsx"
"/:locale/seller/team","SellerTeamView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/team/page.tsx"
"/:locale/services","ExploreServicesView","Public / member","Services","Public browse; session required for protected mutations where applicable","yes","B","C","Services / Providers / Booking","Pet-scoped compatibility authorization must be fixed; vet-only filtering is not enforced in provider search","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","No admin services catalog page","Provider services exists","P0","S","Route-level design and QA acceptance","apps/web/app/[locale]/(public)/services/page.tsx"
"/:locale/services/:category","ServiceResultsView","Public / member","Services","Public browse; session required for protected mutations where applicable","yes","B","C","Services / Providers / Booking","Pet-scoped compatibility authorization must be fixed; vet-only filtering is not enforced in provider search","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin services catalog page","Provider services exists","P0","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(public)/services/[category]/page.tsx"
"/:locale/services/:category/:serviceId/book","ServiceBookingWizard","Public / member","Services","Public browse; session required for protected mutations where applicable","yes","B","C","Services / Providers / Booking","Pet-scoped compatibility authorization must be fixed; vet-only filtering is not enforced in provider search","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin services catalog page","Provider services exists","P0","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(public)/services/[category]/[serviceId]/book/page.tsx"
"/:locale/shop","ShopHomeView","Public / member","Commerce","Public browse; session required for protected mutations where applicable","yes","B","B","Catalog / Marketplace / Storage","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","No admin product/catalog operations page","Seller OS exists","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(public)/shop/page.tsx"
"/:locale/shop/products","ProductResultsView","Public / member","Commerce","Public browse; session required for protected mutations where applicable","yes","B","B","Catalog / Marketplace / Storage","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","No admin product/catalog operations page","Seller OS exists","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(public)/shop/products/page.tsx"
"/:locale/shop/products/:id","ProductDetailView","Public / member","Commerce","Public browse; session required for protected mutations where applicable","yes","B","B","Catalog / Marketplace / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin product/catalog operations page","Seller OS exists","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(public)/shop/products/[id]/page.tsx"
"/:locale/subscription","SubscriptionOverviewView","Member","Subscription","Member session; local review bypass exists","yes","B","C","Subscriptions / billing provider","Production billing, renewal, cancellation and shipment integration need end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin subscription exists","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/subscription/page.tsx"
"/:locale/subscription/plans","SubscriptionPlansView","Member","Subscription","Member session; local review bypass exists","yes","B","C","Subscriptions / billing provider","Production billing, renewal, cancellation and shipment integration need end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin subscription exists","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/subscription/plans/page.tsx"
"/:locale/support","SupportHomeView","Member","Support","Member session; local review bypass exists","yes","B","C","Support / Notifications","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin support exists","Missing provider/seller support view","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/support/page.tsx"
"/:locale/support/new","CreateTicketView","Member","Support","Member session; local review bypass exists","yes","B","C","Support / Notifications","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin support exists","Missing provider/seller support view","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/support/new/page.tsx"
"/:locale/support/tickets","MyTicketsView","Member","Support","Member session; local review bypass exists","yes","B","C","Support / Notifications","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin support exists","Missing provider/seller support view","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/support/tickets/page.tsx"
"/:locale/support/tickets/:id","TicketDetailView","Member","Support","Member session; local review bypass exists","yes","B","C","Support / Notifications","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","Admin support exists","Missing provider/seller support view","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/support/tickets/[id]/page.tsx"
"/:locale/vet/:providerId","VetProfileView","Public / member","Vet","Public browse; session required for protected mutations where applicable","yes","B","C","Providers / Services / Booking","Pet-scoped compatibility authorization must be fixed; vet-only filtering is not enforced in provider search","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","Provider list exists; no partner detail/verification page","Provider OS exists","P0","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(public)/vet/[providerId]/page.tsx"
"/:locale/vet/:providerId/book","BookingWizard","Public / member","Vet","Public browse; session required for protected mutations where applicable","yes","B","C","Providers / Services / Booking","Pet-scoped compatibility authorization must be fixed; vet-only filtering is not enforced in provider search","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","Provider list exists; no partner detail/verification page","Provider OS exists","P0","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(public)/vet/[providerId]/book/page.tsx"
"/:locale/vet/find","FindVetView","Public / member","Vet","Public browse; session required for protected mutations where applicable","yes","B","C","Providers / Services / Booking","Pet-scoped compatibility authorization must be fixed; vet-only filtering is not enforced in provider search","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Provider list exists; no partner detail/verification page","Provider OS exists","P0","S","Route-level design and QA acceptance","apps/web/app/[locale]/(public)/vet/find/page.tsx"
"/:locale/welcome","welcome","Guest / member","Auth","Public browse; session required for protected mutations where applicable","yes","B","C","Auth / Users / external OTP-email-OAuth adapters","Production OTP/email and OAuth credentials/integration acceptance remain","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P2","S","SMS/email/OAuth provider credentials and production callback configuration","apps/web/app/[locale]/(auth)/welcome/page.tsx"
